Word	Conc.M	SUBTLEX
home office	4.5199999999999996	0
home plate	4.92	0
home rule	2.81	0
home run	4.33	0
honky tonk	3.67	0
hook on	3.38	0
horse race	4.62	0
horse racing	4	0
hospital room	4.96	0
hospital ward	4.45	0
hot chocolate	4.96	0
hot dog	4.87	0
hot line	3.56	0
hot pants	4.32	0
hot potato	4.32	0
hot rod	4.3899999999999997	0
hot sauce	4.8899999999999997	0
hot spot	3.9	0
hot tub	4.75	0
hot-air balloon	4.96	0
hotel clerk	4.8899999999999997	0
hotel room	4.4800000000000004	0
hot-water bottle	4.88	0
hound dog	4.76	0
house arrest	3.63	0
house party	4.5199999999999996	0
hula hoop	5	0
human nature	1.67	0
hunger strike	2.86	0
hunting lodge	4.8099999999999996	0
hush up	2.78	0
ice bucket	4.6500000000000004	0
ice cap	4.75	0
ice cold	4.07	0
ice cream	5	0
ice cube	5	0
ice hockey	4.6399999999999997	0
ice pack	4.96	0
ice pick	4.97	0
ice rink	4.8600000000000003	0
ice skater	4.6399999999999997	0
ice skating	4.71	0
ice storm	4.76	0
ice tea	4.5599999999999996	0
ice water	4.84	0
iceberg lettuce	4.93	0
ice-cream cone	4.93	0
iced tea	4.82	0
id card	4.8899999999999997	0
identity card	4.58	0
identity crisis	1.9	0
identity theft	3.18	0
ignition key	4.93	0
ill advised	1.82	0
ill feeling	2.64	0
ill will	1.56	0
immune system	3.36	0
in charge	2.93	0
in demand	1.55	0
in labor	4.08	0
in principle	1.21	0
in progress	2.33	0
in sight	3.36	0
in store	3.5	0
in time	2.0699999999999998	0
in unison	2.97	0
in vain	1.69	0
income tax	3.4	0
index finger	4.8899999999999997	0
inflation rate	2.15	0
informed consent	2.48	0
inner circle	3	0
insect repellent	4.62	0
inside out	4.2699999999999996	0
instrument panel	4.55	0
insurance claim	3.72	0
insurance policy	4.24	0
intensive care	3.67	0
interest rate	2.6	0
interior design	3.23	0
interior designer	3.6	0
internet site	4.26	0
investment firm	3.92	0
irish coffee	4.68	0
irish whiskey	4.68	0
iron age	2.5	0
iron out	2.71	0
ironing board	5	0
ivory tower	3.86	0
jack up	3.22	0
jam session	3.61	0
jazz band	4.8	0
jazz up	1.93	0
jelly bean	5	0
jelly roll	4.78	0
jerk off	3.69	0
jet engine	4.76	0
jet lag	2.57	0
jet plane	4.96	0
jet set	2.36	0
jet stream	3.93	0
jewelry store	4.8099999999999996	0
jigsaw puzzle	4.93	0
job description	3	0
job interview	3.86	0
jogging suit	4.93	0
joint venture	3	0
jot down	3.71	0
judgment day	2.25	0
judicial system	3.46	0
jumbo jet	4.8099999999999996	0
jump rope	5	0
jump shot	4.25	0
jump start	3.34	0
jump suit	4.8899999999999997	0
juniper berries	4.91	0
junk food	4.5	0
junk mail	4.59	0
justice department	3.67	0
juvenile court	4.59	0
keep off	3.18	0
keep up	2.67	0
key word	3.07	0
keynote address	3.68	0
kick around	3.6	0
kick back	2.52	0
kick off	3.83	0
kidney stone	4.63	0
kitchen cabinet	4.93	0
kitchen sink	4.9000000000000004	0
kitchen stove	4.8600000000000003	0
kitchen table	5	0
knee deep	3.75	0
knife blade	4.8600000000000003	0
knitting needle	5	0
knock off	3.19	0
knock out	3.86	0
knock over	3.87	0
knocked out	3.5	0
kung fu	4	0
lab coat	5	0
labor market	2.85	0
laid back	2.29	0
laid off	3.33	0
lamb chop	4.93	0
lame duck	3.04	0
land mine	4.62	0
landing strip	4.72	0
lap dancing	4.04	0
laser beam	4.46	0
laser pointer	4.6399999999999997	0
laser printer	4.8600000000000003	0
lash out	2.4300000000000002	0
last judgment	2.0699999999999998	0
last minute	2.48	0
last name	3.56	0
last out	2.81	0
last resort	2.33	0
last rites	2.87	0
latch on	3.52	0
laugh at	3.14	0
laundry basket	5	0
law abiding	2.37	0
law court	4.25	0
law enforcement	4	0
lawn mower	4.93	0
lay down	3.75	0
lay off	2.5299999999999998	0
league table	4.6399999999999997	0
leak out	3.64	0
leap out	3.52	0
leap year	3.14	0
leave behind	3.15	0
left wing	2.38	0
legal age	3.76	0
leisure time	2.37	0
lemon juice	4.8899999999999997	0
let down	2.39	0
letter opener	4.79	0
level off	2.89	0
library card	4.8600000000000003	0
license fee	3.48	0
license number	4.33	0
license plate	4.8899999999999997	0
licensing fee	3.89	0
lie detector	4.5999999999999996	0
lie down	4.21	0
lie in	3.31	0
life assurance	1.57	0
life expectancy	2.44	0
life insurance	3.24	0
life jacket	4.96	0
life sentence	2.72	0
life style	2.2799999999999998	0
life support	3.25	0
life threatening	2.19	0
life vest	4.79	0
light beam	4.29	0
light bulb	4.97	0
light source	4.3600000000000003	0
light speed	2.11	0
light switch	4.71	0
light touch	3.62	0
light up	3.67	0
light year	2.41	0
lighten up	2.2999999999999998	0
lighthouse keeper	4.6399999999999997	0
lightning rod	4.63	0
line coach	4.37	0
line dancing	4.28	0
line drawing	4.34	0
line up	3.1	0
linger over	2.04	0
lip balm	4.9400000000000004	0
lip gloss	4.93	0
lip service	2.5	0
liquid assets	2.42	0
liquor store	4.83	0
literary agent	3.75	0
litmus test	3.87	0
little finger	4.7	0
living room	4.7	0
loan shark	4.41	0
local government	3.69	0
lock up	3.64	0
locker room	4.72	0
log book	4.17	0
log cabin	4.8600000000000003	0
log in	3.86	0
log off	4.0999999999999996	0
log on	3.3	0
lone wolf	3.11	0
long distance	2.74	0
long division	3.41	0
long haul	2.64	0
long jump	3.77	0
long life	2.56	0
long run	2.91	0
long shot	1.85	0
long term	2.13	0
look after	2.73	0
look alike	3.83	0
look around	3.62	0
look back	3.58	0
look forward	2.33	0
look out	3.46	0
look up	3.56	0
looking towards	2.59	0
loose cannon	3.2	0
lose control	2.34	0
lose weight	3.45	0
lost cause	1.97	0
lotus position	4.42	0
lounge chair	4.8600000000000003	0
love affair	2.76	0
love seat	4.79	0
love song	3.77	0
love story	2.88	0
low key	1.85	0
low tide	3.96	0
lower case	3.96	0
lower class	2.17	0
luggage rack	4.79	0
lump sum	3.59	0
lunar eclipse	4.5199999999999996	0
machine gun	5	0
magic spell	2.54	0
magnetic field	3.42	0
magnifying glass	4.96	0
maiden name	2.9	0
mail service	3.53	0
mail slot	4.8899999999999997	0
mailing list	4.33	0
main course	4.1100000000000003	0
main road	4.1500000000000004	0
make fun	2.75	0
make good	1.96	0
make love	3.93	0
make sense	2.11	0
make way	2.36	0
managing editor	4.5199999999999996	0
map out	3.52	0
maple syrup	5	0
marathon runner	4.6900000000000004	0
mardi gras	4.29	0
marine corps	4.18	0
mark out	3.41	0
market price	2.92	0
market town	4	0
martial law	3.07	0
mashed potato	5	0
masked ball	4.38	0
mass hysteria	2.93	0
mass media	3.18	0
mass meeting	3.3	0
mass murder	3.72	0
master bedroom	4.63	0
master class	2.48	0
master plan	2.66	0
maternity hospital	4.7300000000000004	0
maternity ward	4.74	0
may day	2.54	0
measuring cup	4.9400000000000004	0
measuring stick	4.79	0
meat grinder	4.79	0
meat loaf	4.92	0
meat thermometer	4.43	0
meddle with	2.1800000000000002	0
medical care	4.2699999999999996	0
medical record	4.5599999999999996	0
melt down	3.04	0
melting point	3.31	0
melting pot	3.15	0
memory loss	2.46	0
memory stick	4.5599999999999996	0
mental health	2.14	0
mental illness	2.97	0
mental state	2.2400000000000002	0
mess around	2.79	0
mess up	2.93	0
metal detector	4.84	0
microwave oven	4.93	0
middle age	3	0
middle ages	3.04	0
middle class	2.71	0
middle finger	4.8899999999999997	0
military action	3.14	0
military force	3.79	0
military service	3.43	0
milk can	4.93	0
milk chocolate	4.5	0
milk powder	4.8499999999999996	0
milk shake	4.9000000000000004	0
milky way	4.5199999999999996	0
mince pie	4.82	0
mind boggling	1.93	0
mind game	2.2200000000000002	0
mind reader	3.37	0
mind set	2.04	0
mine field	4.7	0
mineral water	4.8600000000000003	0
miniature golf	4.59	0
minimum wage	3.27	0
minus sign	4.1500000000000004	0
missionary work	3.11	0
mix up	2.73	0
mobile home	5	0
mobile phone	4.97	0
modern times	2.41	0
mole rat	4.8099999999999996	0
money laundering	3.19	0
monkey wrench	4.6900000000000004	0
moral sense	1.69	0
morning star	4.3899999999999997	0
morse code	4.08	0
mosquito bite	4.7300000000000004	0
mosquito net	4.93	0
motel room	4.8499999999999996	0
mother hen	4.6399999999999997	0
mother tongue	3.19	0
motion picture	4.8099999999999996	0
motion sickness	3.66	0
motor home	5	0
motor scooter	4.8499999999999996	0
motor vehicle	4.62	0
mountain bike	4.6399999999999997	0
mountain climber	4.82	0
mouse click	4.2300000000000004	0
mouth off	2.69	0
move around	3.54	0
move on	2.75	0
move out	3.52	0
move over	2.42	0
move up	3.29	0
movie star	4.57	0
movie theater	4.8600000000000003	0
mug shot	4.37	0
mull over	2.52	0
mulled wine	4.58	0
multiple choice	3.62	0
multiple sclerosis	3.63	0
mumbo jumbo	1.96	0
murder suspect	3.85	0
music box	4.8899999999999997	0
music lover	2.84	0
music school	4.25	0
musical instrument	4.83	0
mustard seed	4.83	0
mystery novel	4.46	0
nail clippers	4.8600000000000003	0
nail down	3.79	0
nail file	4.79	0
nail polish	5	0
nail scissors	5	0
name calling	2.64	0
name tag	4.97	0
napkin ring	4.93	0
national anthem	4.21	0
national service	2.3199999999999998	0
native language	2.63	0
native speaker	3.83	0
natural gas	4.1399999999999997	0
natural resource	3.56	0
natural resources	3.69	0
nerve cell	4.07	0
nerve gas	4	0
nervous breakdown	2.64	0
nervous system	4.1900000000000004	0
new moon	4.28	0
new wave	2.48	0
new year	3.62	0
news agency	4.46	0
news bulletin	3.9	0
news conference	3.96	0
news program	3.79	0
news reader	3.54	0
newspaper clipping	5	0
next door	4.1500000000000004	0
nicotine patch	4.6900000000000004	0
night shift	4.04	0
night watch	3.59	0
nitty gritty	2.0699999999999998	0
nobel prize	4.08	0
nod off	3.75	0
nose dive	3.93	0
nose job	4.37	0
nuclear energy	3.44	0
nuclear power	3.55	0
nuclear reactor	4.63	0
nuclear weapon	4.43	0
number crunching	3.07	0
nursery rhyme	3.85	0
nursery school	4.5199999999999996	0
nursing home	4.8600000000000003	0
nursing school	4.2699999999999996	0
oak tree	4.5199999999999996	0
observation post	4.43	0
ocean liner	4.72	0
of late	1.78	0
off duty	2.58	0
off guard	2.61	0
off limits	2.48	0
office furniture	4.78	0
office staff	4.54	0
oil business	3.59	0
oil lamp	4.8	0
oil pan	4.7	0
oil refinery	4.79	0
oil rig	4.93	0
oil tanker	4.78	0
oil well	4.8499999999999996	0
old age	3.04	0
old fashioned	2.0699999999999998	0
old lady	4.78	0
old timer	3.54	0
olive branch	4.57	0
olive oil	4.93	0
on average	1.62	0
on guard	2.66	0
on leave	2.67	0
on time	2.79	0
once more	3.08	0
one-night stand	2.93	0
open day	2.33	0
open door	4.12	0
open fire	4.21	0
opening line	3.39	0
opera house	4.5599999999999996	0
operating room	4.6900000000000004	0
operating system	4	0
operating table	4.7	0
opinion poll	3.9	0
opt for	1.96	0
opt out	2.2999999999999998	0
orange juice	4.8	0
orange rind	4.67	0
orchestra pit	4.7	0
organ donor	4.1500000000000004	0
outboard motor	4.66	0
outer space	3.8	0
outlet store	4.93	0
overhead projector	4.96	0
overnight bag	4.6900000000000004	0
oxygen mask	4.93	0
page number	4.72	0
palm tree	5	0
pan out	2.17	0
panama hat	4.5	0
panic attack	3.69	0
paper bag	4.8899999999999997	0
paper clip	4.79	0
paper cup	4.96	0
paper mill	4.8600000000000003	0
paper plate	5	0
paper thin	3.69	0
paper towel	5	0
paper trail	3.47	0
parking lot	4.7300000000000004	0
parking meter	4.8899999999999997	0
parking space	4.78	0
parking ticket	4.97	0
part time	2.96	0
party animal	3.79	0
party pooper	2.93	0
pass around	4.04	0
pass away	2.61	0
pass over	2.93	0
pass up	2.58	0
passenger ship	4.57	0
passion fruit	4.87	0
patch up	3.61	0
patchwork quilt	4.76	0
patrol car	4.8099999999999996	0
pay attention	2.44	0
pay back	2.46	0
pay cut	2.87	0
pay off	2.87	0
pay phone	4.9000000000000004	0
pay rise	2.73	0
peace pipe	4.46	0
peanut butter	4.93	0
peat moss	4.74	0
pecking order	2.2400000000000002	0
peel off	4.5599999999999996	0
peeping tom	3.88	0
peer group	3.81	0
peg leg	4.7300000000000004	0
pen friend	3.42	0
pen pal	4.41	0
pen pusher	3.38	0
penalty kick	4.12	0
pencil case	4.83	0
pencil eraser	4.9000000000000004	0
pencil sharpener	4.93	0
pencil skirt	4.84	0
pension fund	3.58	0
pep talk	2.83	0
pepper mill	4.68	0
pepper spray	4.96	0
per capita	2.15	0
performing arts	3.25	0
periodic table	4.5	0
personal care	3.12	0
personal computer	4.8899999999999997	0
pet food	4.8899999999999997	0
pet peeve	2.16	0
pet shop	4.93	0
petri dish	4.5199999999999996	0
petty cash	3.93	0
phase in	1.96	0
phase out	2.11	0
phone bill	4.8499999999999996	0
phone book	4.93	0
phone booth	4.8899999999999997	0
phone call	3.75	0
phone card	4.93	0
phone company	4.7300000000000004	0
phone cord	4.96	0
phone line	4.2699999999999996	0
phone number	4.59	0
photo booth	4.88	0
photo finish	3.52	0
photo op	3.8	0
physical education	3.03	0
physical exertion	4.04	0
physical therapist	4.62	0
piano player	4.72	0
piano stool	4.8499999999999996	0
piano tuner	4.28	0
pick out	3.07	0
picket fence	4.8600000000000003	0
picket line	4.43	0
pickup truck	4.96	0
pick-up truck	5	0
picture book	4.93	0
picture frame	4.6100000000000003	0
pie chart	4.5199999999999996	0
piggy bank	4.96	0
pile up	3.85	0
pin down	3.17	0
pin number	4.17	0
pina colada	4.62	0
pine needle	4.74	0
pine tree	4.96	0
ping-pong ball	4.8499999999999996	0
ping-pong table	4.93	0
pipe fitter	4.2300000000000004	0
piss off	2.68	0
pissed off	2.63	0
pistol grip	4.4400000000000004	0
pit stop	3.78	0
place mat	5	0
plane ticket	4.87	0
plaster cast	4.8499999999999996	0
plastic bag	4.8600000000000003	0
plastic film	4.9000000000000004	0
plastic surgery	4.09	0
play around	2.23	0
play dough	4.68	0
play down	2.2400000000000002	0
play off	2.42	0
playing card	4.57	0
plug in	3.97	0
plum pudding	4.74	0
plus sign	4.6100000000000003	0
pocket calculator	4.97	0
pocket knife	4.97	0
pocket watch	4.97	0
pogo stick	4.96	0
poke at	3.78	0
poker face	3.41	0
poker game	4.6100000000000003	0
polar bear	5	0
pole dancing	4.3899999999999997	0
pole position	3.58	0
police academy	4.33	0
police car	4.96	0
police force	4.43	0
police officer	4.67	0
police state	3.15	0
police station	4.96	0
policy maker	3.5	0
political party	2.85	0
political science	2.4	0
political system	3.32	0
poll tax	3.75	0
polling place	4.5199999999999996	0
polling station	4.45	0
polo shirt	4.8499999999999996	0
pool table	4.88	0
pop music	3.89	0
pop out	4.1399999999999997	0
pork belly	4.46	0
pork roast	4.93	0
portrait painter	4.3	0
post office	4.9000000000000004	0
postage stamp	4.8099999999999996	0
postal code	3.64	0
postal service	4.25	0
pot roast	4.8499999999999996	0
pour down	3.75	0
pour out	3.69	0
poverty line	1.92	0
powdered milk	4.87	0
power broker	3.12	0
power cable	4.76	0
power company	4.07	0
power grid	3.53	0
power line	4.8600000000000003	0
power plant	4.8600000000000003	0
power play	2.7	0
power station	4.4000000000000004	0
practical joke	3.17	0
prayer book	4.83	0
praying mantis	4.93	0
precious metal	3.93	0
precious stone	4.45	0
present tense	1.67	0
press conference	3.93	0
press down	3.78	0
press on	2.52	0
press release	4.3899999999999997	0
press up	2.92	0
pressure cooker	4.7	0
pressure point	4	0
price index	3.11	0
price list	4.72	0
price tag	4.68	0
primary care	2.75	0
primary school	4.43	0
prime minister	4.4800000000000004	0
prime time	2.67	0
print shop	4.88	0
prison cell	4.83	0
prison guard	4.68	0
private eye	4.28	0
private parts	4.2699999999999996	0
prize money	4.71	0
prize winner	4.22	0
probation officer	4.47	0
problem solving	1.72	0
product line	3.97	0
production cost	3.4	0
production line	4.41	0
projection screen	4.97	0
prop up	3.55	0
protest march	3.81	0
pubic hair	4.6900000000000004	0
public domain	2.73	0
public figure	4.1100000000000003	0
public library	4.68	0
public office	3.71	0
public opinion	1.76	0
public relations	2.78	0
public school	4.59	0
public servant	4.3099999999999996	0
public service	2.75	0
pull back	3.04	0
pull down	3.93	0
pull off	2.83	0
pull out	3.75	0
pull over	4.04	0
pull together	3.18	0
punch bowl	4.8899999999999997	0
punch card	4.9000000000000004	0
punch line	2.72	0
punching bag	4.88	0
purchase order	4.3600000000000003	0
put away	3	0
put down	2.86	0
put forward	2.2200000000000002	0
put off	1.9	0
put through	2.0299999999999998	0
quality control	2.8	0
quantum leap	1.52	0
quest for	2.6	0
question mark	4.54	0
quick fix	2.54	0
quick temper	2.74	0
quill pen	4.8099999999999996	0
race car	4.93	0
race horse	4.5199999999999996	0
racing car	4.93	0
rack up	2.79	0
radio news	3.97	0
radio signal	3.11	0
radio station	4.57	0
radio transmitter	4.8600000000000003	0
radio wave	3.72	0
rag doll	4.71	0
railroad track	5	0
railway station	4.76	0
rain drop	4.79	0
rain forest	4.9000000000000004	0
rain gauge	4.62	0
rainbow trout	4.8	0
rainy day	4.29	0
raise up	3.66	0
raisin bread	5	0
ramble on	2.9	0
ramp up	2.76	0
rap music	4.3499999999999996	0
rat race	3.21	0
rattle off	2.73	0
raw data	3.08	0
raw deal	2.37	0
razor blade	4.78	0
razor wire	4.72	0
reach out	3.41	0
ready meal	4.41	0
real estate	4.25	0
rear end	4.21	0
rearview mirror	4.6900000000000004	0
reception desk	4.93	0
reception room	4.46	0
reclining chair	4.7699999999999996	0
record book	4.6399999999999997	0
record company	4.62	0
record player	4.66	0
red alert	2.77	0
red cabbage	4.96	0
red card	4.3099999999999996	0
red carpet	4.97	0
red flag	4.2300000000000004	0
red herring	3.34	0
red light	4.74	0
red tape	3.74	0
reel off	2.6	0
refugee camp	4.6500000000000004	0
rein in	2.82	0
relay race	4.38	0
religious right	1.94	0
reminiscent of	1.82	0
remote control	4.93	0
repair shop	4.38	0
residential home	4.78	0
resort to	1.61	0
rest day	3.04	0
rest stop	4.67	0
retail therapy	2.2200000000000002	0
return ticket	4.47	0
reverse gear	4.37	0
revolving door	4.6900000000000004	0
rib cage	4.97	0
rice paper	4.82	0
rice pudding	4.8899999999999997	0
ride away	3.52	0
right away	2.3199999999999998	0
right wing	2.5499999999999998	0
ring finger	4.8600000000000003	0
rinse off	4.3099999999999996	0
rip off	2.2599999999999998	0
rip out	3	0
rise up	3.14	0
rising tide	4.21	0
risk taker	3.07	0
road atlas	4.92	0
road construction	4.2699999999999996	0
road game	3.17	0
road map	4.76	0
road rage	3	0
road show	4.26	0
road sign	4.8600000000000003	0
road test	3.88	0
roast beef	4.97	0
roast pork	4.8899999999999997	0
rock band	4.58	0
rock concert	4.6900000000000004	0
rock garden	4.7	0
rock group	4.5	0
rock music	4	0
rock star	4.4000000000000004	0
rocket launcher	4.72	0
rocking chair	4.93	0
rocking horse	4.91	0
rogue state	1.87	0
role model	3.44	0
roll over	3.82	0
roll up	3.67	0
roller coaster	4.75	0
roller skates	4.96	0
rolling pin	4.72	0
roman catholic	3.55	0
roman numeral	4.4400000000000004	0
roof rack	4.9000000000000004	0
room service	4.2300000000000004	0
room temperature	3.86	0
root beer	4.93	0
root canal	4.13	0
root out	2.62	0
root vegetable	4.6900000000000004	0
rope ladder	4.8600000000000003	0
rough up	3.33	0
roulette wheel	4.9000000000000004	0
round off	3.11	0
round robin	3.19	0
round table	4.7	0
round up	3.07	0
rub off	3.19	0
rubber stamp	4.72	0
rule out	1.97	0
run away	3.75	0
run down	2.59	0
run off	3.58	0
run over	3.69	0
running mate	3.86	0
rush hour	3.5	0
rush off	3.14	0
rye bread	4.67	0
safe house	4	0
safe-deposit box	4.96	0
safety belt	4.96	0
safety glass	4.74	0
safety harness	4.5199999999999996	0
safety net	4.3499999999999996	0
safety pin	4.72	0
safety zone	3.5	0
sailing ship	4.75	0
sailor suit	4.79	0
salad bar	4.9000000000000004	0
salad bowl	4.83	0
salad dressing	4.7699999999999996	0
salad oil	4.82	0
sales staff	4.3600000000000003	0
sales tax	3.89	0
salt shaker	5	0
salvation army	4.45	0
sandwich board	4.78	0
santa claus	3.89	0
satellite dish	4.8499999999999996	0
satellite tv	4.59	0
save up	2.76	0
savings account	4.25	0
scale up	2.52	0
scarlet fever	4.1100000000000003	0
school bell	4.6100000000000003	0
school board	3.8	0
school bus	4.93	0
school district	3.9	0
school principal	4.79	0
school teacher	4.75	0
school term	2.92	0
school year	3	0
science fiction	3.13	0
scoop up	4.04	0
scotch tape	4.8600000000000003	0
scrambled egg	4.84	0
